miRNA	0_CAD_10.10.Plume	0_CAD_11K2	0_CAD_12K1	0_CAD_12K2	0_CAD_12K3	0_CAD_16.11.K1	0_CAD_16.11.K2	0_CAD_18K1	0_CAD_20K1	0_CAD_20K2	0_CAD_22.11.K2	0_CAD_22.11.K3	0_CAD_23.11.K1	0_CAD_23K1	0_CAD_24K1	0_CAD_25K1	0_CAD_26K1	0_CAD_27K2	0_CAD_27K3	0_CAD_27K5	0_CAD_27K7	0_CAD_2K1	0_CAD_2K4	0_CAD_31K4	0_CAD_KGKONTR16	0_CAD_KGKONTR17	0_CAD_KGKONTR23	0_CAD_KGKONTR39	0_CAD_KGKONTR42	1_CAD_KG07	1_CAD_KG10	1_CAD_KG11	1_CAD_KG12	1_CAD_KG13	1_CAD_KG14	1_CAD_KG15	1_CAD_KG16	1_CAD_KG17	1_CAD_KG18	1_CAD_KG19	1_CAD_KG20	1_CAD_KG21	1_CAD_KG22	1_CAD_KG23	1_CAD_KG24	1_CAD_KG25	1_CAD_KG26	1_CAD_KG27	1_CAD_KG30	1_CAD_KG31	1_CAD_KG32	1_CAD_KG34	1_CAD_KG35	1_CAD_KG36	1_CAD_KG37	1_CAD_KG38	1_CAD_KG39	1_CAD_KG40	1_CAD_KG41	1_CAD_KG42	1_CAD_KG43	1_CAD_KG44	1_CAD_KG45	1_CAD_KG47	1_CAD_KG48	1_CAD_KG49	1_CAD_KG50	1_CAD_KG51	1_CAD_KG52	1_CAD_KG53	1_CAD_KG54	1_CAD_KG55	1_CAD_KG57	1_CAD_KG58	1_CAD_KG59	1_CAD_KG60	1_CAD_KG61	1_CAD_KG62	1_CAD_KG63	1_CAD_KG64	1_CAD_KG65	1_CAD_KG66	1_CAD_KG67	1_CAD_KG68	1_CAD_KG69	1_CAD_KG70	1_CAD_KG71	1_CAD_KG72	1_CAD_KG73	1_CAD_KG74	1_CAD_KG75	1_CAD_KG76	1_CAD_KG77	1_CAD_KG78	1_CAD_KG79	1_CAD_KG80	1_CAD_KG81	1_CAD_KG83	1_CAD_KG84	1_CAD_KG85	1_CAD_KG86	1_CAD_KG87	1_CAD_KG89	1_CAD_KG91	1_CAD_KG92	1_CAD_KG93	1_CAD_KG94	1_CAD_KG95	1_CAD_KG96	2_CAD_KP0261	2_CAD_KP0271	2_CAD_KP0281	2_CAD_KP0321	2_CAD_KP0331	2_CAD_KP0361	2_CAD_KP0371	2_CAD_KP0381	2_CAD_KP0391	2_CAD_KP0411	2_CAD_KP052	2_CAD_KP053	2_CAD_KP054	2_CAD_KP055	2_CAD_KP056	2_CAD_KP057	2_CAD_KP058	2_CAD_KP060	2_CAD_KP061	2_CAD_KP062	2_CAD_KP063	2_CAD_KP064	2_CAD_KP065	2_CAD_KP066	2_CAD_KP074	2_CAD_KP075	2_CAD_KP076	2_CAD_KP079
hsa-miR-1206	0.00000	520.50000	0.00000	1343.03333	0.00000	16809.16592	0.00000	3587.23844	0.00000	0.00000	442.71495	4799.87463	770.29223	49.25506	0.00000	27651.44237	0.00000	4500.99904	3101.60252	0.00000	1628.71567	0.00000	0.00000	0.00000	163.80000	284.81072	367.56649	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1887.19129	9661.52108	4033.63211	466.06988	1499.96593	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	463.28483	0.00000	37.89078	0	0.00000	38.00000	0.00000	0.00000	1532.49700	0.00000	4366.48922	0.00000	0.00000	0.00000	156.40000	0.00000	0.00000	0.00000	463.46609	5.95400	114.50000	190.79047	0.00000	0.00000	0.00000	0.00000	386.50000	0.00000	366.41987	18.40000	26.00000	23396.41231	223.17210	0.00000	655.82702	0.00000	0.00000	247.64199	0.00000	0.00000	0.00000	50.23282	0.00000	57.22351	615.97758	0.00000	0.00000	0.00000	195.14169	693.20000	0.00000	949.60000	430.33062	0.00000	0.00000	0.00000	205.40000	0.00000	578.10000	0.00000	0.00000	0.00000	1336.30000	0.00000	18.30000	7670.33130	13.50000	277.06381	116.60000	622.02308	0.00000	49.66061	0.19928	16.30000	133.10000	143.00000	0.00000	0.00000	0.00000	100.60000	0	14.30000	0.00000	31.78148	0.00000	35.78445	40.60000	0.00000	25.92318	930.09822	15.00321
hsa-miR-1207-3p	0.00000	0.00000	0.00000	0.00000	0.00000	470.74593	584.80000	0.00000	0.00000	0.00000	0.00000	4965.61992	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	151.38173	2647.47230	742.58887	658.32640	1663.17177	0.00000	148.41317	328.53417	1030.14844	259.76162	291.80000	129.48024	0.00000	0.00000	0.00000	0.00000	944.04806	1781.04910	368.41530	0.00000	1126.06399	19.70285	0.00000	0.00000	0.00000	633.81111	1980.84326	192.86922	0.00000	47.98704	9	0.00000	316.20000	0.00000	0.00000	1597.46546	0.00000	0.00000	8229.07455	140.10000	747.26662	0.00000	0.00000	0.00000	0.00000	622.21510	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	42.20000	0.00000	0.00000	203.80000	77.30000	0.00000	1305.95581	303.43442	0.00000	0.00000	2442.13730	892.64671	0.00000	0.00000	28.46638	0.00000	256.98851	0.00000	663.25693	145.29435	0.00000	747.98317	0.00000	377.20000	262.12163	0.00000	0.00000	0.00000	652.25702	78.39919	0.00000	197.40000	0.00000	0.00000	0.00000	632.30000	0.00000	0.00000	0.00000	805.46202	22.60000	590.72916	16.00000	23617.72475	3.80000	15.76470	35.09660	0.00000	96.70000	0.00000	22.10000	0.00000	0.00000	56.10000	0	23.80000	8.96438	0.00000	8.90000	0.00000	10.00000	0.00000	318.63964	0.00000	3.40433
hsa-miR-1207-5p	2246.92847	0.00000	1229.53595	0.00000	0.00000	11020.48559	838.90000	854.93325	57.21694	5609.04237	0.00000	5391.30668	0.00000	2143.32224	0.00000	1644.25587	2819.46665	3028.97739	0.00000	4136.86076	0.00000	0.00000	514.27912	0.00000	0.00000	0.00000	0.00000	0.00000	120.11538	62.40000	79.88003	2145.99419	0.00000	0.00000	0.00000	1604.22587	1992.37911	0.00000	0.00000	0.00000	15742.49067	0.00000	0.00000	0.00000	91.40255	0.00000	0.00000	0.00000	0.00000	19	0.00000	78.50000	334.88926	0.00000	1659.21157	0.00000	0.00000	4819.39540	0.00000	969.34173	0.00000	72.55742	466.15550	0.00000	385.33119	0.00000	0.00000	0.00000	0.00000	0.00000	12.85252	43.80000	0.00000	270.21978	774.86878	0.00000	142.90000	390.68239	0.00000	4.65595	0.00000	245.30000	2688.47544	355.65726	0.00000	0.00000	717.19130	118.07586	0.00000	10193.56255	531.61044	0.00000	0.00000	872.52117	0.00000	191.90000	0.00000	17.10000	0.00000	0.00000	0.00000	512.50066	492.20000	208.80000	617.60000	331.24927	0.00000	2118.10000	1702.00000	0.00000	32.30000	839.73407	27.90000	1057.69099	146.30000	0.00000	14.60000	0.00000	0.00000	21.40000	6.30000	79.90000	0.00000	0.00000	14.20000	75.00000	43	0.00000	45.79934	143.83103	0.00000	0.00000	0.00000	866.51270	337.11352	303.42463	0.00000
hsa-miR-1208	0.00000	11.60000	808.16153	0.00000	0.00000	22330.42760	1654.40000	279.55718	0.00000	465.35888	13744.87038	5001.45144	0.00000	2300.86955	0.00000	147.43609	4884.80110	4195.25034	142.82711	0.00000	1982.79540	0.00000	1384.65004	0.00000	0.00000	0.00000	0.00000	670.35306	96.85575	257.80000	150.92463	1135.08854	1169.94389	809.24626	1443.54519	0.00000	0.00000	156.43571	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	2080.63424	3845.65677	0.00000	0.00000	0.00000	9	0.00000	374.30000	142.84073	0.00000	1486.28578	0.00000	0.00000	705.43760	0.00000	778.03043	0.00000	123.02946	0.00000	0.00000	488.22923	7.41996	0.00000	0.00000	0.00000	307.54087	0.00000	0.00000	0.00000	0.00000	0.00000	400.30000	84.70000	0.00000	459.49296	296.62064	0.00000	0.00000	285.25553	722.95998	229.67648	468.12237	1020.67018	0.00000	137.81583	583.72402	716.27212	117.19296	200.73405	0.00000	66.21384	0.00000	0.00000	108.30000	0.00000	0.00000	577.72288	818.78994	0.00000	0.00000	3432.00000	0.00000	0.00000	370.50000	0.00000	90.60000	64.30000	661.48786	28.90000	656.89124	0.00000	1248.53852	36.30000	57.93255	0.00000	1.50000	0.00000	0.00000	20.80000	17.82031	70.50000	114.80000	0	0.00000	26.05913	0.00000	0.00000	0.00000	0.00000	0.00000	241.98949	934.37801	0.00000
hsa-miR-12113	0.00000	0.00000	0.00000	3491.70211	0.00000	4841.89839	2471.20000	0.00000	0.00000	6182.72576	438.46198	0.00000	0.00000	274.88454	0.00000	1129.68957	2708.30889	357.25951	6017.42426	0.00000	0.00000	0.00000	685.56442	7712.13690	0.00000	710.03204	352.75153	137.43390	0.00000	180.90000	51.54280	820.78710	358.73065	0.00000	0.00000	1232.05870	0.00000	1957.00253	0.00000	2669.74015	647.40367	769.62809	0.00000	0.00000	0.00000	2993.11727	0.00000	0.00000	175.48101	4	53.73905	290.80000	0.00000	0.00000	601.72255	6.90000	1317.42723	319.02906	0.00000	1024.30755	0.00000	691.32037	86.84974	0.00000	839.22869	0.00000	0.00000	529.52960	0.00000	0.00000	0.00000	25.60000	0.00000	0.00000	0.00000	3575.60000	164.80000	0.00000	722.81111	120.98620	146.57317	0.00000	0.00000	910.05839	0.00000	0.00000	0.00000	196.93056	142.64935	0.00000	12893.26202	0.00000	0.29499	0.00000	0.00000	0.00000	0.00000	652.00000	212.53420	0.00000	533.38388	0.00000	0.00000	0.00000	39.70000	304.88383	0.00000	0.00000	0.00000	55.30000	0.00000	323.21032	21.90000	0.00000	10.10000	746.72151	43.80000	18.59374	42.24153	3.00000	58.90000	94.70000	0.00000	28.53847	85.80000	64.50000	5	0.00000	22.16257	15.83076	0.00000	0.00000	39.40000	0.00000	0.00000	962.42846	115.62213
hsa-miR-12114	0.00000	483.00000	1146.92695	0.00000	0.00000	0.00000	0.00000	723.93005	56.47804	0.00000	321.43408	5035.07466	1707.49331	1021.19052	0.00000	0.00000	2690.22836	5584.65609	982.62894	0.00000	815.44848	423.22619	973.47282	0.00000	0.00000	725.49868	290.52803	727.11072	0.00000	231.90000	165.76037	377.50980	0.00000	0.00000	0.00000	0.00000	42.45764	0.00000	0.00000	0.00000	1861.89567	0.00000	487.77545	0.00000	1356.58649	3453.94897	126.21921	0.00000	7174.87095	17	0.00000	192.60000	0.00000	0.00000	2162.72720	0.00000	221.21638	0.00000	0.00000	0.00000	0.00000	325.01086	572.01192	0.00000	0.00000	0.00000	177.00000	0.00000	0.00000	0.00000	0.00000	10.60000	0.00000	0.00000	0.00000	258.80000	101.70000	355.60976	494.26893	11.10451	0.00000	0.00000	0.00000	0.00000	0.00000	628.97695	824.69887	0.00000	0.00000	0.00000	0.00000	660.04438	0.00000	1004.40459	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	117.66244	78.45712	522.50000	290.70000	516.10000	0.00000	100.10000	0.00000	0.00000	0.00000	36.50000	436.42889	15.60000	570.44023	0.00000	1290.35792	9.60000	0.00000	9.16472	14.90000	0.00000	115.30000	9.30000	25.12906	0.00000	117.00000	0	0.00000	0.00000	0.00000	0.00000	60.62193	942.00000	0.00000	194.47436	854.79955	0.00000
hsa-miR-12115	0.00000	0.00000	4249.12715	0.00000	0.00000	22089.52983	0.00000	0.00000	479.52143	0.00000	951.92671	320.19350	0.00000	2398.76581	0.00000	0.00000	0.00000	0.00000	23258.12290	1211.47106	3164.96273	1012.77086	0.00000	201.40815	1281.80000	0.00000	87.84067	0.00000	44.81875	140.20000	0.00000	689.97987	713.21828	0.00000	2022.77033	3993.29933	0.00000	0.00000	1401.67655	0.00000	0.00000	58.72394	676.20731	0.00000	0.00000	1089.96862	0.00000	0.00000	269.82624	0	0.00000	132.90000	0.00000	0.00000	1007.53246	0.00000	0.00000	0.00000	0.00000	497.18116	0.00000	290.52725	0.00000	0.00000	659.38745	0.00000	225.40000	297.42734	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	18.60000	91.80000	0.00000	0.00000	114.03003	0.00000	0.00000	0.00000	266.37477	0.00000	0.00000	1236.28718	207.29236	230.48448	143.64583	0.00000	0.00000	46.57453	0.00000	288.61711	0.00000	0.00000	755.30000	0.00000	0.00000	0.00000	0.00000	0.00000	508.50000	283.50000	0.00000	123.50000	392.00000	0.00000	8.50000	0.90000	570.23547	23.50000	1546.61069	179.10000	233.79314	24.50000	0.00000	0.00000	0.00000	90.90000	83.50000	0.00000	0.00000	0.00000	58.10000	36	13.10000	0.00000	64.37266	0.00000	55.80568	0.00000	525.76574	164.53299	1051.36866	575.84450
hsa-miR-12116	185.86471	0.00000	2533.84479	2673.03854	1005.88445	12871.61806	0.00000	0.00000	0.00000	0.00000	10.19292	3666.35627	0.00000	1484.22787	0.00000	0.00000	0.00000	0.00000	7101.60132	0.00000	1431.99887	1302.18235	673.27906	0.00000	0.00000	415.64806	0.00000	383.33839	15.74126	355.90000	146.23569	1875.29342	0.00000	0.00000	0.00000	2921.68454	648.70904	0.00000	1131.32756	0.00000	0.00000	478.17487	531.46809	0.00000	0.00000	3436.82006	0.00000	51.90000	0.00000	16	0.00000	131.70000	0.00000	0.00000	1021.70128	0.00000	0.00000	0.00000	549.30000	1203.17363	0.00000	0.00000	0.00000	194.22940	0.00000	113.92877	94.70000	0.00000	0.00000	172.58837	0.00000	4.40000	579.90000	0.00000	0.00000	303.20000	106.60000	109.00066	32.90639	14.60826	0.00000	12.20000	0.00000	0.00000	0.00000	544.75408	675.72563	0.00000	137.91866	313.03299	1029.36814	0.00000	419.23535	944.43547	0.00000	0.00000	0.00000	273.50000	0.00000	0.00000	666.65797	1471.77718	0.00000	537.10000	228.20000	563.33462	58.70000	0.00000	0.00000	177.60000	12.70000	173.95249	20.90000	1409.24280	0.00000	1985.00740	45.50000	0.00000	0.75464	21.00000	111.50000	130.60000	0.00000	0.00000	9.80000	0.00000	0	14.40000	33.42676	0.00000	0.00000	0.00000	0.00000	0.00000	310.71682	0.00000	71.86262
hsa-miR-12117	0.00000	0.00000	2423.97555	0.00000	1867.11315	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	5466.35416	0.00000	2151.49053	0.00000	1023.74213	0.00000	340.60687	1995.80021	0.00000	1186.77917	0.00000	1238.99208	3699.69120	0.00000	0.00000	0.00000	952.18583	143.11377	246.30000	145.43961	209.88587	0.00000	0.00000	0.00000	0.00000	0.00000	132.02830	1350.99890	48.57232	171.92050	0.00000	1410.84490	0.00000	1291.51142	2760.41941	0.00000	0.00000	41.48557	19	0.00000	380.30000	181.54101	0.00000	1828.36855	4.90000	0.00000	657.64452	0.00000	561.18536	0.00000	630.09112	0.00000	0.00000	675.48141	97.29742	0.00000	0.00000	0.00000	0.00000	24.73040	0.00000	207.90000	0.00000	324.92354	305.10000	0.00000	0.00000	0.00000	0.00000	0.00000	404.40000	445.64422	1001.99929	0.00000	431.36249	558.03961	31.42647	0.00000	0.00000	747.00733	0.00000	68.87940	481.66702	274.92701	0.00000	0.00000	0.00000	23.92500	0.00000	409.87046	570.73657	0.00000	0.00000	0.00000	491.28391	0.00000	217.00000	0.00000	94.80000	31.00000	646.67191	0.00000	15174.95240	168.90000	0.00000	42.60000	19.95079	6.48537	0.00000	0.00000	97.60000	0.00000	36.61081	74.70000	83.10000	0	1.10000	0.00000	0.00000	0.00000	0.00000	56.60000	166.79007	0.00000	827.01020	59.55298
hsa-miR-12118	2318.95502	0.00000	1436.13938	0.00000	845.63003	17091.77903	2482.10000	175.20745	248.89613	0.00000	359.82519	2815.61854	0.00000	1820.93800	0.00000	469.29704	0.00000	2017.47206	3816.45307	0.00000	1343.41566	0.00000	2196.00847	0.00000	0.00000	500.43790	24.37984	1303.57069	256.26510	164.60000	183.55810	1763.52905	0.00000	0.00000	0.00000	1126.84017	1365.52871	0.00000	0.00000	0.00000	353.78011	116.87335	454.36326	0.00000	587.85583	0.00000	0.00000	211.60000	0.00000	25	0.00000	402.70000	0.00000	0.00000	1573.20433	0.00000	0.00000	0.00000	0.00000	829.12121	0.00000	0.00000	2096.58034	0.00000	0.00000	0.00000	0.00000	60.78246	0.00000	0.00000	51.88664	81.80000	0.00000	0.00000	314.21968	422.80000	20.00000	164.03059	0.00000	216.30551	0.00000	162.50000	234.11384	108.60037	0.00000	0.00000	1480.18078	0.00000	682.30616	533.37545	0.00000	3263.98455	0.00000	0.00000	200.49047	318.70000	0.00000	389.80000	0.00000	0.00000	0.00000	1120.20061	18.70000	0.00000	0.00000	351.87753	0.00000	763.20000	0.00000	51.00000	33.40000	263.72030	12.70000	1510.66827	84.50000	1508.27813	37.70000	0.00000	0.00000	17.90000	95.00000	0.00000	25.90000	18.04124	1280.30000	0.00000	0	11.10000	0.00000	41.95423	0.00000	2.67124	0.00000	0.00000	145.28197	364.49312	20.47546
hsa-miR-12119	0.00000	0.00000	5579.95690	1623.35219	1525.77530	5438.38767	2195.50000	0.00000	602.20637	0.00000	119.35502	0.00000	0.00000	35802.44100	0.00000	1552.02181	917.34026	0.00000	3960.12242	0.00000	3308.45201	596.29941	0.00000	0.00000	1426.40000	0.00000	113.42449	915.23916	0.00000	349.80000	176.21673	1667.18343	1911.94861	1543.27978	0.00000	50753.24786	0.00000	0.00000	0.00000	0.00000	155.19699	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	128.30000	159.88982	0	0.00000	300.70000	280.02312	0.00000	0.00000	0.00000	0.00000	554.97972	0.00000	524.24172	0.00000	329.08051	0.00000	0.00000	785.03809	60.19748	0.00000	0.00000	0.00000	0.00000	0.00000	113.50000	0.00000	127.69374	116.32558	0.00000	88.30000	42.70858	539.92651	263.29380	326.32806	272.90000	0.00000	546.13031	0.00000	0.00000	931.53612	99.53000	220.25241	0.00000	918.96740	0.00000	0.00000	800.03254	276.24925	442.90000	0.00000	732.00000	0.00000	109.56538	403.69870	507.54107	0.00000	0.00000	422.70000	0.00000	0.00000	0.00000	0.00000	58.60000	22.70000	524.63548	4.10000	792.28793	0.00000	1620.72369	41.00000	32.91596	0.00000	3.40000	0.00000	0.00000	6.60000	0.00000	0.00000	15.90000	0	0.00000	0.00000	25.81839	0.00000	0.00000	0.00000	473.80527	0.00000	548.06766	30.75887
hsa-miR-12120	0.00000	312.10000	0.00000	0.00000	0.00000	7449.75780	1960.40000	2452.26528	130.25555	0.00000	710.37208	3918.36211	0.00000	1856.88244	0.00000	0.00000	0.00000	1205.05871	4356.51416	0.00000	0.00000	0.00000	0.00000	289.86401	756.60000	477.79848	277.38852	0.00000	162.13700	36.30000	0.00000	496.22820	0.00000	0.00000	0.00000	2240.44535	2208.99926	1658.93720	0.00000	0.00000	1074.99728	0.00000	0.00000	0.00000	0.00000	1508.95945	0.00000	0.00000	46.56771	26	253.41030	124.10000	0.00000	0.00000	247.38679	154.60000	0.00000	0.00000	0.00000	882.76456	0.00000	0.00000	71.31749	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	139.90000	0.00000	922.91840	54.34598	0.00000	220.10000	0.00000	576.11166	0.00000	0.00000	518.52341	149.19591	168.00871	905.35152	0.00000	763.17307	109.93673	49.29947	0.00000	1539.40000	0.00000	904.20000	242.29877	0.00000	711.28393	411.79504	0.00000	1245.20000	9421.70000	0.00000	0.00000	0.00000	0.00000	53.80000	0.00000	533.64732	4.80000	172.69468	0.00000	0.00000	28.50000	19.87869	0.00000	19.30000	61.10000	76.70000	3.20000	0.00000	69.60000	38.60000	0	0.00000	7.59393	70.15057	0.10000	0.00000	0.00000	0.00000	406.40170	0.00000	3.14306
hsa-miR-12121	3413.88054	0.00000	0.00000	3117.08112	399.38192	0.00000	243.90000	0.00000	28.03868	0.00000	884.61912	2210.06259	1828.13850	1351.96820	0.00000	3617.04237	4022.20706	0.00000	5758.71518	105.95316	1559.31985	0.00000	1234.92399	0.00000	309.80000	462.97221	109.13449	0.00000	0.00000	274.30000	52.91650	1768.53474	0.00000	0.00000	0.00000	0.00000	85.71675	0.00000	1324.48143	0.00000	0.00000	474.61686	374.99015	25.28132	11.94527	3041.46262	0.00000	12.00000	58.27168	0	169.88469	321.20000	75.04853	0.00000	1955.09403	0.00000	0.00000	0.00000	0.00000	1160.17085	0.00000	153.28271	0.00000	0.00000	295.51643	0.00000	136.80000	0.00000	80.20000	366.94104	94.74144	97.80000	53.30000	0.00000	335.79017	0.00000	119.00000	0.00000	0.00000	63.24498	0.00000	333.90000	0.00000	969.85328	157.53702	0.00000	38.54294	54.89701	452.71115	548.75116	709.58171	0.00000	0.00000	1092.58230	0.00000	0.00000	0.00000	403.20000	427.80678	0.00000	347.20541	634.68646	0.00000	0.00000	665.20000	22.98224	0.00000	0.00000	1701.10000	10.90000	0.00000	658.40388	22.70000	984.89385	93.80000	1348.92275	0.00000	0.00000	2.65145	0.00000	0.00000	19.40000	21.50000	22.47813	79.10000	44.50000	0	0.00000	24.75686	0.00000	0.00000	0.00000	0.00000	404.55219	234.68326	623.80959	0.00000
hsa-miR-12122	0.00000	0.00000	0.00000	0.00000	0.00000	22137.86182	0.00000	4548.47041	0.00000	384.17857	0.00000	3344.74877	0.00000	892.58260	154.93747	1641.35358	2319.17575	1400.59727	674.92450	0.00000	327.37920	0.00000	0.00000	2712.24140	812.80000	240.52462	0.00000	0.00000	0.00000	0.00000	117.20705	0.00000	0.00000	0.00000	0.00000	0.00000	572.96977	0.00000	0.00000	264.69567	24344.29791	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	68.20000	0.00000	7	38.84297	247.60000	462.21739	105.88271	2032.59987	0.00000	0.00000	354.47652	0.00000	967.05799	0.00000	243.48668	0.00000	0.00000	0.00000	0.00000	144.20000	0.00000	0.00000	76.41568	7.73608	81.60000	0.00000	0.00000	0.00000	0.00000	127.90000	194.94891	0.00000	37.41697	0.00000	218.10000	1761.02665	0.00000	0.00000	0.00000	769.37783	80.52266	128.71284	850.13674	0.00000	0.00000	545.19541	0.00000	269.82576	714.30000	0.00000	0.00000	261.72067	0.00000	17.04307	0.00000	0.00000	176.70000	637.90000	0.00000	1794.30000	0.00000	0.00000	64.10000	30.50000	0.00000	27.70000	677.20062	0.00000	0.00000	0.00000	0.00000	0.00000	18.80000	0.00000	10.60000	9.30000	0.00000	82.70000	40.00000	0	14.70000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	201.82271	520.76159	0.00000
hsa-miR-12123	0.00000	0.00000	0.00000	2378.85828	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	619.86983	1809.83360	0.00000	0.00000	0.00000	23491.11701	710.67777	0.00000	3169.70518	2808.56253	3281.57893	137.02938	410.39638	0.00000	0.00000	627.21133	253.36968	0.00000	48.84819	222.90000	0.00000	1034.06057	748.10957	0.00000	0.00000	0.00000	0.00000	947.85262	0.00000	0.00000	0.00000	0.00000	1390.17977	0.00000	2028.34930	0.00000	0.00000	39.40000	107.63714	14	0.00000	192.00000	0.00000	0.00000	287.25348	0.00000	0.00000	241.31920	172.10000	1236.93621	0.00000	489.35564	0.00000	0.00000	0.00000	159.89359	0.00000	0.00000	0.00000	0.00000	0.00000	56.60000	503.30000	17.45865	436.93434	325.30000	94.80000	0.00000	1032.83673	319.04300	0.00000	184.10000	0.00000	402.93296	0.00000	21.40202	1446.64476	0.00000	0.00000	0.00000	1461.21664	2882.14745	0.00000	438.58345	278.61500	103.50000	394.59986	915.30000	189.63403	0.00000	0.00000	884.98471	0.00000	0.00000	334.00000	580.26331	30.70000	456.70000	1202.70000	48.70000	59.90000	0.00000	10.80000	1124.37067	0.00000	0.00000	31.00000	0.00000	0.00000	7.90000	133.50000	125.30000	7.80000	16.61151	0.00000	60.30000	0	0.40000	22.12985	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	695.64559	533.15888
hsa-miR-12124	2020.13451	279.00000	0.00000	0.00000	0.00000	15068.18301	0.00000	5022.39443	625.36428	0.00000	619.60834	5302.38218	3237.55598	0.00000	0.00000	975.78404	0.00000	2101.43195	3453.37783	0.00000	600.98506	0.00000	1999.02051	0.00000	660.70000	0.00000	279.07179	422.36817	0.00000	78.40000	80.19101	0.00000	0.00000	0.00000	0.00000	3688.33335	0.00000	117.87894	0.00000	0.00000	214.13515	0.00000	587.31994	0.00000	0.00000	5111.93893	200.25760	0.00000	34.47846	0	69.80411	0.00000	0.00000	0.00000	1802.28934	0.00000	238.33240	0.00000	0.00000	0.00000	0.00000	347.63302	0.00000	0.00000	0.00000	0.00000	257.30000	0.00000	0.00000	0.00000	0.00000	114.60000	0.00000	0.00000	275.66433	0.00000	24.20000	200.13566	8988.53887	0.00000	136.32837	0.00000	0.00000	10356.80862	0.00000	0.00000	96.98578	143.30349	0.00000	674.00881	507.42550	0.00000	0.00000	0.00000	0.00000	447.80000	0.00000	109.30000	292.51000	34.37361	0.00000	373.17960	0.00000	332.60000	473.10000	198.68533	62.80000	0.00000	2933.40000	98.80000	54.80000	432.40265	29.00000	773.72991	168.60000	0.00000	0.00000	0.00000	0.00000	0.00000	120.60000	125.60000	0.00000	0.00000	21.40000	40.50000	0	0.00000	0.00000	0.00000	0.00000	66.43471	0.00000	466.57669	79.41002	813.32676	374.32554
hsa-miR-12125	862.05557	0.00000	0.00000	398.68931	0.00000	18718.10877	0.00000	0.00000	0.00000	0.00000	77.42379	2506.95514	0.00000	1449.20307	0.00000	655.43721	0.00000	2884.45003	5734.59696	0.00000	115.73812	1305.93043	0.00000	0.00000	0.00000	0.00000	255.68601	0.00000	0.00000	46.60000	114.23929	0.00000	0.00000	0.00000	0.00000	2727.66789	313.56465	0.00000	0.00000	0.00000	0.00000	1082.39028	0.00000	1055.02431	1696.79216	1389.38349	0.00000	0.00000	0.00000	0	0.00000	279.30000	0.00000	0.00000	1607.63596	0.00000	0.00000	0.00000	0.00000	769.63707	0.00000	0.00000	266.45264	0.00000	646.41823	0.00000	0.00000	0.00000	0.00000	190.35909	0.00000	0.00000	408.80000	0.00000	263.15440	99.70000	99.80000	52.46746	0.00000	0.00000	0.00000	155.70000	3713.05361	520.56509	0.00000	0.00000	1460.52628	0.00000	761.49400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	128.60000	0.00000	0.00000	0.00000	0.00000	649.51156	367.31800	0.00000	73.50000	158.10000	861.58967	189.50000	153.80000	1109.50000	23.80000	0.00000	573.48408	3.50000	230.67561	0.00000	1382.67584	39.80000	0.00000	0.00000	11.90000	31.40000	130.80000	10.30000	0.00000	72.70000	67.60000	0	20.70000	0.00000	80.49422	0.00000	8.21738	0.00000	383.96367	0.00000	572.11468	24.75134
