miRNA	0_CAD_10.10.Plume	0_CAD_11K2	0_CAD_12K1	0_CAD_12K2	0_CAD_12K3	0_CAD_16.11.K1	0_CAD_16.11.K2	0_CAD_18K1	0_CAD_20K1	0_CAD_20K2	0_CAD_22.11.K2	0_CAD_22.11.K3	0_CAD_23.11.K1	0_CAD_23K1	0_CAD_24K1	0_CAD_25K1	0_CAD_26K1	0_CAD_27K2	0_CAD_27K3	0_CAD_27K5	0_CAD_27K7	0_CAD_2K1	0_CAD_2K4	0_CAD_31K4	0_CAD_KGKONTR16	0_CAD_KGKONTR17	0_CAD_KGKONTR23	0_CAD_KGKONTR39	0_CAD_KGKONTR42	1_CAD_KG07	1_CAD_KG10	1_CAD_KG11	1_CAD_KG12	1_CAD_KG13	1_CAD_KG14	1_CAD_KG15	1_CAD_KG16	1_CAD_KG17	1_CAD_KG18	1_CAD_KG19	1_CAD_KG20	1_CAD_KG21	1_CAD_KG22	1_CAD_KG23	1_CAD_KG24	1_CAD_KG25	1_CAD_KG26	1_CAD_KG27	1_CAD_KG30	1_CAD_KG31	1_CAD_KG32	1_CAD_KG34	1_CAD_KG35	1_CAD_KG36	1_CAD_KG37	1_CAD_KG38	1_CAD_KG39	1_CAD_KG40	1_CAD_KG41	1_CAD_KG42	1_CAD_KG43	1_CAD_KG44	1_CAD_KG45	1_CAD_KG47	1_CAD_KG48	1_CAD_KG49	1_CAD_KG50	1_CAD_KG51	1_CAD_KG52	1_CAD_KG53	1_CAD_KG54	1_CAD_KG55	1_CAD_KG57	1_CAD_KG58	1_CAD_KG59	1_CAD_KG60	1_CAD_KG61	1_CAD_KG62	1_CAD_KG63	1_CAD_KG64	1_CAD_KG65	1_CAD_KG66	1_CAD_KG67	1_CAD_KG68	1_CAD_KG69	1_CAD_KG70	1_CAD_KG71	1_CAD_KG72	1_CAD_KG73	1_CAD_KG74	1_CAD_KG75	1_CAD_KG76	1_CAD_KG77	1_CAD_KG78	1_CAD_KG79	1_CAD_KG80	1_CAD_KG81	1_CAD_KG83	1_CAD_KG84	1_CAD_KG85	1_CAD_KG86	1_CAD_KG87	1_CAD_KG89	1_CAD_KG91	1_CAD_KG92	1_CAD_KG93	1_CAD_KG94	1_CAD_KG95	1_CAD_KG96	2_CAD_KP0261	2_CAD_KP0271	2_CAD_KP0281	2_CAD_KP0321	2_CAD_KP0331	2_CAD_KP0361	2_CAD_KP0371	2_CAD_KP0381	2_CAD_KP0391	2_CAD_KP0411	2_CAD_KP052	2_CAD_KP053	2_CAD_KP054	2_CAD_KP055	2_CAD_KP056	2_CAD_KP057	2_CAD_KP058	2_CAD_KP060	2_CAD_KP061	2_CAD_KP062	2_CAD_KP063	2_CAD_KP064	2_CAD_KP065	2_CAD_KP066	2_CAD_KP074	2_CAD_KP075	2_CAD_KP076	2_CAD_KP079
hsa-let-7i-5p	0.00000	0.00000	310.98632	0.00000	0.00000	0.00000	157.50000	0.00000	418.10513	0.00000	0.00000	0.00000	0.00000	1158.98671	0.00000	1033.78965	7170.35228	0.00000	6774.01054	0.00000	413.92876	503.85249	0.00000	0.00000	376.30000	489.99824	251.47524	0.00000	0.00000	340.90000	111.04228	1691.25545	1489.29681	0.00000	725.18206	5064.67669	0.00000	873.21055	1925.95328	0.00000	0.00000	0.00000	54.81562	2581.65741	1790.15408	4838.15088	0.00000	0.00000	0.00000	7	0.00000	304.80000	0.00000	0.00000	1753.38443	602.00000	0.00000	287.65369	0.00000	0.00000	0.00000	86.09444	0.00000	0.00000	901.58626	42.65267	78.80000	0.00000	77.80000	0.00000	0.00000	0.00000	555.30000	0.00000	0.00000	0.00000	2.60000	159.58790	0.00000	213.67231	0.00000	0.00000	0.00000	991.48440	492.65383	13234.30236	292.33022	0.00000	141.79128	539.37927	219.97902	0.00000	0.00000	943.17426	30.64492	0.00000	0.00000	151.70000	0.00000	0.00000	323.09373	0.00000	0.00000	505.60000	560.60000	0.00000	0.00000	0.00000	1742.60000	113.00000	0.00000	0.00000	1.00000	0.00000	0.00000	1445.09321	16.20000	32.99053	19.09795	0.00000	43.50000	0.00000	7.80000	0.00000	21.20000	0.00000	0	0.00000	12.36250	0.00000	0.00000	26.80610	52.60000	496.61808	226.94027	496.84516	0.00000
hsa-miR-1-3p	0.00000	232.50000	0.00000	3236.81479	957.31474	12616.98090	0.00000	2617.18556	674.22217	0.00000	0.00000	4194.97950	0.00000	0.00000	0.00000	1697.61819	0.00000	1595.13772	2548.61802	0.00000	77.67424	206.85826	0.00000	3756.45463	1093.10000	0.00000	286.36553	1299.30428	0.00000	227.30000	72.70327	1581.45673	0.00000	0.00000	0.00000	3168.06165	0.00000	1014.67905	0.00000	0.00000	0.00000	0.00000	926.62522	0.00000	0.00000	889.36531	0.00000	0.00000	29.27015	0	0.00000	16.40000	0.00000	0.00000	1751.24940	0.00000	742.94940	0.00000	0.00000	755.82361	0.00000	237.01419	0.00000	0.00000	0.00000	76.42400	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	386.55387	274.07396	0.00000	0.00000	0.00000	156.91258	0.00000	0.00000	0.00000	0.00000	861.67593	0.00000	0.00000	0.00000	162.41771	0.00000	488.18957	1188.05220	0.00000	0.00000	7.76644	272.31106	942.80000	0.00000	652.70000	272.19474	0.00000	295.23077	132.59407	0.00000	0.00000	466.80000	0.00000	41.60000	7224.80000	2216.20000	0.00000	0.00000	1075.62397	28.00000	0.00000	231.80000	710.58246	30.00000	25.58113	26.86890	2.00000	94.40000	118.20000	0.00000	4.27861	54.40000	94.00000	0	0.00000	0.00000	0.00000	1.40000	0.00000	0.00000	0.00000	183.66333	787.49797	69.65993
hsa-miR-1-5p	0.00000	0.00000	156.05136	759.93359	0.00000	16370.81841	1285.00000	0.00000	0.00000	0.00000	896.84453	0.00000	0.00000	572.61583	83.81817	312.84290	0.00000	816.03392	5089.49195	0.00000	3196.64490	844.43389	0.00000	775.14704	88.20000	0.00000	207.49084	0.00000	0.00000	0.00000	22.04435	993.58515	0.00000	0.00000	0.00000	4481.32751	241.42114	0.00000	0.00000	0.00000	0.00000	0.00000	1732.65694	0.00000	0.00000	477.24083	0.00000	60.60000	231.78202	9	0.00000	275.60000	0.00000	0.00000	686.31968	0.00000	72.50546	313.57282	0.00000	0.00000	0.00000	581.66710	0.00000	0.00000	344.64289	186.22917	284.40000	0.00000	0.00000	32.20349	0.00000	86.40000	0.00000	246.49481	0.00000	260.60000	159.20000	0.00000	931.50832	74.44888	0.00000	0.00000	0.00000	530.21182	0.00000	421.01510	714.94178	41.71144	4570.14105	108.13524	0.00000	0.00000	455.83245	0.00000	49.80055	0.00000	0.00000	588.30000	437.26839	0.00000	0.00000	0.00000	0.00000	412.80000	437.40000	255.71591	64.40000	0.00000	1010.20000	80.30000	0.00000	0.00000	1.20000	1466.50764	0.00000	2043.06492	0.00000	15.32317	0.00000	0.00000	122.00000	39.30000	0.00000	0.00000	21.70000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	286.54416	466.74646	90.08481
hsa-miR-100-3p	0.00000	0.00000	0.00000	2988.89204	0.00000	1959.07817	0.00000	0.00000	217.59309	0.00000	317.65575	1056.32949	0.00000	1574.53215	0.00000	1490.56180	7686.82674	6224.81034	407.52045	0.00000	687.18899	0.00000	1547.44930	0.00000	0.00000	505.07114	148.18803	206.44616	0.00000	245.70000	0.00000	451.20542	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1146.11602	1219.91190	0.00000	0.00000	11.25483	0	0.00000	163.70000	0.00000	361.80562	867.40615	0.00000	0.00000	309.04794	0.00000	1002.18549	0.00000	336.68223	299.36955	0.00000	381.45950	0.00000	0.00000	0.00000	0.00000	234.39312	0.00000	38.80000	122.10000	2796.34588	46.19946	0.00000	102.30000	74.64186	1019.27635	0.00000	50.10123	93.20000	0.00000	0.00000	0.00000	2048.89040	106.60814	206.60322	7.49477	693.46871	843.16861	0.00000	317.28788	0.00000	54.86384	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	8.40000	0.00000	115.15993	63.80000	415.00000	0.00000	6.00000	2.80000	440.60820	24.10000	0.00000	218.60000	0.00000	14.70000	0.00000	17.80685	6.90000	0.00000	47.60000	23.40000	0.00000	55.90000	70.10000	0	7.00000	23.45291	0.00000	0.00000	80.65245	10.40000	0.00000	939.92402	727.44228	66.56897
hsa-miR-100-5p	0.00000	0.00000	0.00000	0.00000	0.00000	15535.84022	0.00000	594.48136	273.98408	0.00000	134.31970	3439.25078	5643.78935	0.00000	0.00000	185.58136	2989.75066	0.00000	0.00000	0.00000	107.89183	50.82880	0.00000	0.00000	368.20000	232.54727	193.07042	0.00000	0.00000	0.00000	81.73843	0.00000	0.00000	0.00000	0.00000	2845.62718	1037.39958	1463.19023	248.34077	1370.20113	1491.87408	0.00000	447.44246	0.00000	574.48975	659.23989	0.00000	18.50000	145.43850	12	0.00000	0.00000	458.99620	0.00000	2099.24119	0.00000	326.42533	0.00000	0.00000	0.00000	261.90000	252.85992	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	212.30000	0.00000	0.00000	0.00000	73.30000	0.00000	163.84062	2.74364	0.00000	87.00000	2572.72548	261.49509	0.00000	0.00000	6830.41011	74.92581	72.13501	0.00000	184.34736	0.00000	261.24467	628.23711	81.95038	0.00000	0.00000	549.40000	178.02735	236.06580	75.15476	344.62625	0.00000	273.10000	0.00000	374.40638	41.20000	0.00000	0.00000	71.40000	36.30000	944.80538	17.40000	0.00000	0.00000	0.00000	0.00000	0.00000	18.23616	2.70000	0.00000	64.60000	0.00000	33.03554	0.00000	113.20000	0	0.00000	0.00000	0.00000	0.00000	0.00000	15.20000	0.00000	241.17320	63.75483	1934.15087
hsa-miR-101-2-5p	3959.81369	0.00000	0.00000	4260.36149	0.00000	3900.25536	0.00000	0.00000	383.23506	1426.58338	649.55514	3784.20008	0.00000	462.35627	0.00000	555.77470	6208.51289	81988.03812	4768.14341	0.00000	1968.35246	932.03272	0.00000	615.55843	0.00000	0.00000	270.38620	0.00000	0.00000	0.00000	0.00000	1080.23788	0.00000	0.00000	0.00000	0.00000	1024.06725	2011.45025	0.00000	0.00000	0.00000	829.68102	254.35014	0.00000	0.00000	1846.67242	0.00000	0.00000	0.00000	8	0.00000	182.30000	0.00000	0.00000	0.00000	0.00000	915.06696	0.00000	0.00000	695.01488	0.00000	501.64035	0.00000	658.01320	523.14411	332.02542	242.10000	119.30437	0.00000	451.95688	0.00000	0.00000	105.30000	15.37593	38.74672	520.40000	162.40000	0.00000	15505.76247	40.02510	0.00000	0.00000	1565.06074	17.26696	0.00000	28326.61253	711.97252	0.00000	241.20033	0.00000	0.00000	0.00000	0.00000	0.00000	0.98119	0.00000	0.00000	204.20000	62.12261	0.00000	0.00000	618.22706	0.00000	441.70000	0.00000	1009.66452	135.70000	377.10000	0.00000	22.30000	2.20000	373.42744	4.60000	757.00795	11.10000	1104.56190	31.80000	68.26206	28.02552	8.50000	137.00000	104.20000	0.00000	0.00000	37.50000	0.00000	9	13.70000	0.00000	0.00000	0.00000	15.82600	15.90000	0.00000	220.68720	872.55398	63.82320
hsa-miR-101-3p	4171.88359	0.00000	2581.79295	0.00000	0.00000	18771.56139	1546.60000	0.00000	185.54871	2139.14220	0.00000	2817.94746	0.00000	0.00000	0.00000	1765.56524	0.00000	2840.49980	1723.81575	4291.18124	1972.21309	0.00000	0.00000	0.00000	0.00000	0.00000	242.95846	288.98037	191.97596	0.00000	153.81527	1473.45531	0.00000	0.00000	0.00000	1795.07940	1170.00177	0.00000	0.00000	0.00000	1603.71122	0.00000	0.00000	1846.46107	1268.28051	0.00000	0.00000	0.00000	216.73060	18	0.00000	359.10000	0.00000	0.00000	561.86217	0.00000	688.25330	250.68232	73.00000	903.33470	0.00000	578.70091	311.10448	0.00000	0.00000	0.00000	131.70000	109.80955	0.00000	383.54112	0.00000	58.10000	106.40000	0.00000	0.00000	323.80000	124.80000	333.52704	1287.47397	0.00000	95.03671	0.00000	2876.00072	391.66130	0.00000	0.00000	0.00000	112.30832	0.00000	866.58870	823.94122	0.00000	0.00000	0.00000	254.46511	1018.30000	0.00000	496.40000	0.00000	0.00000	128.59044	0.00000	0.00000	392.50000	614.20000	0.00000	0.00000	332.10000	0.00000	130.50000	22.30000	433.08848	22.30000	370.00055	0.00000	639.44686	31.20000	26.35619	0.00000	14.20000	118.10000	24.60000	0.00000	0.00000	0.00000	87.10000	0	18.50000	0.00000	0.00000	0.00000	61.36113	0.00000	571.98329	0.00000	194.46117	0.00000
hsa-miR-101-5p	0.00000	0.00000	0.00000	2994.00470	301.25334	0.00000	162.70000	0.00000	194.22522	0.00000	0.00000	0.00000	0.00000	1781.70569	0.00000	1554.96567	0.00000	3252.75572	1282.62051	106.47145	0.00000	832.34730	0.00000	0.00000	0.00000	118.45642	0.00000	0.00000	60.42239	203.90000	0.00000	1789.08232	16128.76706	0.00000	0.00000	0.00000	0.00000	0.00000	1012.84043	0.00000	0.00000	1359.06607	1018.70607	0.00000	0.00000	1663.03356	0.00000	310.40000	0.00000	15	77.04538	246.30000	369.05576	1.62543	0.00000	662.90000	0.00000	624.86335	0.00000	0.00000	0.00000	482.37902	0.00000	0.00000	750.78569	140.51467	185.10000	0.00000	0.00000	0.00000	0.00000	0.00000	271.70000	0.00000	367.71470	91.90000	93.90000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	334.36285	0.00000	0.00000	11994.66471	43.25948	816.51009	0.00000	0.00000	1250.18822	575.14703	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	394.49773	0.00000	199.80000	466.70000	413.51529	35.70000	0.00000	0.00000	0.00000	1954.40000	286.37691	19.80000	19082.33913	0.00000	79.23224	39.00000	56.44780	26.23411	20.50000	21.70000	0.00000	4.40000	0.00000	52.90000	51.00000	31	0.00000	12.06037	62.70684	0.00000	0.00000	64.40000	0.00000	206.64821	572.67397	0.00000
hsa-miR-10226	2715.98522	0.00000	0.00000	675.51593	0.00000	15941.87412	1985.90000	0.00000	0.00000	0.00000	244.99627	5666.69169	2129.54814	0.00000	412.82230	157.81334	0.00000	0.00000	4295.89787	0.00000	1249.97512	757.55886	1353.22097	0.00000	0.00000	0.00000	123.51130	55.75498	0.00000	120.70000	145.99163	88.46519	0.00000	7474.41684	0.00000	0.00000	0.00000	678.66990	0.00000	2793.92193	2334.64682	0.00000	1214.14678	0.00000	0.00000	0.00000	0.00000	324.40000	0.00000	0	175.41478	186.70000	499.51126	0.00000	1342.18499	0.00000	0.00000	0.00000	0.00000	1131.84130	0.00000	0.00000	0.00000	0.00000	470.54959	0.00000	5.20000	0.00000	73.60000	0.00000	0.00000	49.10000	357.90000	0.00000	132.26937	179.30000	106.20000	73.31071	0.00000	0.00000	0.00000	511.50000	0.00000	547.93820	577.72511	0.00000	1115.70192	0.00000	0.00000	0.00000	1029.94046	644.91420	0.00000	737.26957	357.89853	0.00000	0.00000	591.50000	0.00000	0.00000	850.98247	1125.27785	0.00000	274.30000	501.80000	0.00000	0.00000	0.00000	0.00000	101.40000	0.00000	732.99673	24.50000	839.43793	0.00000	1224.09799	0.00000	0.00000	20.38820	9.50000	0.00000	12.40000	25.50000	31.43828	0.00000	51.90000	0	26.30000	0.00000	74.66293	0.00000	0.00000	0.00000	0.00000	181.88178	0.00000	80.92394
hsa-miR-10392-3p	0.00000	0.00000	0.00000	2990.14058	0.00000	0.00000	0.00000	195.95545	253.77548	0.00000	18486.05993	1474.81181	0.00000	9281.71788	0.00000	1288.12716	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	167.69880	0.00000	28.86614	0.00000	96.55260	0.00000	0.00000	0.00000	146.31008	999.71008	11389.09526	30093.27974	0.00000	0.00000	0.00000	0.00000	537.36887	73.47528	1845.56763	3804.05783	0.00000	0.00000	0.00000	7	0.00000	416.90000	474.40740	0.00000	1870.65848	0.00000	0.00000	1018.33588	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	507.33167	205.00536	77.60000	0.00000	0.00000	0.00000	0.00000	0.00000	189.10000	0.00000	1224.47691	30.90000	42.80000	0.00000	0.00000	0.00000	0.00000	0.00000	1388.54329	194.03953	0.00000	0.00000	18212.73919	36.92431	832.28841	0.00000	2292.50346	808.75758	27.42184	314.72884	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	826.62945	0.00000	0.00000	255.40000	133.80000	797.91926	0.00000	180.80000	0.00000	0.00000	27.90000	550.08997	23.10000	0.00000	0.00000	627.04226	25.70000	0.00000	5.77136	10.00000	0.00000	14.70000	0.00000	0.00000	0.00000	0.00000	0	0.00000	21.19447	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	210.64259	45.30399
hsa-miR-10392-5p	0.00000	0.00000	932.18194	3054.27572	0.00000	0.00000	704.90000	0.00000	89.28425	0.00000	925.67768	1702.48018	0.00000	0.00000	0.00000	1609.24529	7988.05918	0.00000	2738.04235	196.88089	1483.85666	0.00000	0.00000	0.00000	0.00000	491.30708	71.75786	0.00000	0.00000	270.20000	81.69076	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	454.03554	0.00000	0.00000	1003.06860	236.24840	0.00000	0.00000	0.00000	0.00000	0.00000	293.40000	81.33355	0	0.00000	391.20000	196.66864	0.00000	0.00000	638.60000	0.00000	910.16851	0.00000	658.83682	0.00000	275.76098	0.00000	294.29536	940.80873	118.68576	71.50000	0.00000	0.00000	106.84241	0.00000	50.10000	310.40000	0.00000	0.00000	0.00000	63.80000	0.00000	778.40256	0.00000	131.10249	518.40000	518.48299	679.46945	576.02687	0.00000	1561.40464	126.93731	775.97091	191.72314	669.14333	0.00000	54.19831	515.39458	313.69209	0.00000	0.00000	695.60000	0.00000	110.18465	622.26577	49.81185	0.00000	231.20000	0.00000	871.51655	32.40000	350.60000	0.00000	0.00000	0.00000	537.27688	29.70000	0.00000	65.40000	1314.70758	16.00000	75.96407	32.68598	15.40000	25.90000	0.00000	26.50000	16.50661	51.10000	0.00000	0	0.00000	7.63347	0.00000	0.00000	0.00000	19.20000	0.00000	80.40456	621.13995	43.32800
hsa-miR-10393-3p	3302.20017	0.00000	0.00000	3520.35869	0.00000	1312.61029	2055.30000	3217.72856	166.17516	0.00000	1226.74956	3424.96091	0.00000	0.00000	0.00000	1162.75880	1722.99109	1129.86687	2564.26853	0.00000	241.43428	0.00000	0.00000	3848.54447	0.00000	324.97406	0.00000	0.00000	0.00000	0.00000	19.30054	200.88616	0.00000	0.00000	0.00000	1481.12086	0.00000	0.00000	0.00000	237.93941	1227.33315	0.00000	429.91041	1556.97867	341.93089	2203.95258	877.99804	0.00000	241.56128	19	0.00000	142.80000	0.00000	0.00000	476.77022	0.00000	1301.04169	0.00000	0.00000	908.98258	0.00000	489.58079	419.77164	0.00000	0.00000	99.75431	142.60000	520.32587	0.00000	22.80311	0.00000	109.60000	91.20000	76.45208	95.62498	290.30000	169.30000	36.64396	765.18667	146.76887	126.53544	399.70000	0.00000	508.68406	0.00000	410.60274	1046.15440	139.54467	0.00000	223.45336	1018.07902	0.00000	193.51734	0.00000	420.43367	666.10000	0.00000	335.20000	0.00000	0.00000	0.00000	0.00000	0.00000	433.00000	579.20000	0.00000	68.80000	0.00000	0.00000	0.00000	0.00000	843.60535	0.20000	0.00000	0.00000	513.86064	22.50000	37.00747	34.56636	16.20000	87.80000	46.80000	5.30000	7.92871	61.70000	17.90000	30	12.70000	0.00000	54.11246	0.00000	53.77959	0.00000	0.00000	0.00000	908.18007	75.49102
hsa-miR-10393-5p	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	918.80000	2436.52472	0.00000	919.16953	582.05042	2764.57096	0.00000	0.00000	0.00000	701.58030	6096.82794	3301.31843	0.00000	0.00000	2238.98364	1091.48193	862.60381	0.00000	63.60000	0.00000	0.00000	0.00000	100.66118	230.90000	2426.41539	46.74004	151.02766	3205.12478	0.00000	417.55722	0.00000	1618.57132	470.97503	0.00000	1150.38802	356.48249	0.00000	0.00000	614.36083	54112.13491	0.00000	0.00000	0.00000	8	0.00000	0.00000	205.42785	0.00000	1774.14861	0.00000	0.00000	1097.14288	110.80000	545.05469	0.00000	0.00000	351.85893	0.00000	0.00000	176.60010	0.00000	0.00000	78.10000	0.00000	0.00000	42.90000	206.20000	0.00000	0.00000	40.40000	152.70000	119.15311	0.00000	27.51366	0.00000	292.10000	2.63411	0.00000	0.00000	689.32717	766.22062	0.00000	0.00000	145.21338	0.00000	0.00000	0.00000	986.94949	104.21405	0.00000	0.00000	0.00000	0.00000	0.00000	44.41293	1074.29478	361.60000	0.00000	511.20000	278.06153	160.60000	0.00000	0.00000	78.40000	0.00000	189.05947	9.40000	350.47754	310.10000	1306.05586	36.30000	4.64412	0.00000	23.80000	0.00000	11.90000	25.10000	0.00000	45.10000	77.00000	0	0.00000	0.00000	0.00000	0.00000	68.80742	61.10000	0.00000	183.44724	811.90759	4099.57853
hsa-miR-10394-3p	0.00000	0.00000	0.00000	2528.25556	0.00000	0.00000	0.00000	1834.91973	463.05393	182.06138	927.52414	3984.49661	0.00000	1883.71879	0.00000	1153.04290	83898.86570	0.00000	4117.93652	0.00000	1850.71950	0.00000	0.00000	0.00000	0.00000	0.00000	109.05558	1111.90312	0.00000	103.40000	163.05917	77.96287	1777.76048	924.65039	0.00000	0.00000	0.00000	407.62464	0.00000	0.00000	2408.16334	0.00000	1133.64054	2565.82711	1332.85167	1499.37458	126.34987	0.00000	0.37979	24	0.00000	422.80000	4.34795	0.00000	2053.99753	1042.00000	0.00000	0.00000	0.00000	891.69528	0.00000	88.53603	240.24722	0.00000	841.04127	61.29083	194.30000	0.00000	0.00000	124.21166	144.92351	105.80000	49.90000	37.48547	141.87254	233.80000	43.90000	61.96684	0.00000	0.00000	273.05215	0.00000	1959.71573	570.99645	0.00000	0.00000	0.00000	165.15748	0.00000	0.00000	1229.43464	470.34889	0.00000	404.20265	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	622.73446	0.00000	0.00000	540.50000	741.50000	0.00000	157.40000	33.00000	1964.50000	1270.50000	47.90000	0.00000	22.60000	0.00000	0.00000	0.00000	1.70000	0.00000	32.35214	9.20000	89.30000	95.60000	18.30000	0.00000	33.40000	19.90000	0	4.20000	30.68488	0.00000	0.00000	45.70896	0.00000	0.00000	0.00000	516.85405	0.00000
hsa-miR-10394-5p	0.00000	0.00000	1930.39721	3604.66564	0.00000	12137.76727	2677.70000	0.00000	572.74246	0.00000	872.07881	2523.77074	0.00000	1371.12606	0.00000	0.00000	92.87275	151.60335	0.00000	0.00000	53656.13477	0.00000	0.00000	0.00000	555.70000	517.47812	0.00000	0.00000	0.00000	91.40000	61.46974	936.54056	0.00000	0.00000	0.00000	1605.39372	540.27262	0.00000	2068.34563	2083.26620	0.00000	1010.26473	0.00000	0.00000	58.57672	0.00000	0.00000	297.60000	41.95961	0	0.00000	3855.10000	0.00000	0.00000	138.63246	0.00000	0.00000	0.00000	0.00000	0.00000	260.80000	452.92028	0.00000	0.00000	107.67904	0.00000	242.20000	341.43147	60.80000	0.00000	0.00000	45.60000	556.50000	4416.48584	75.45336	23.20000	31.60000	15040.20349	0.00000	88.32107	0.00000	86.60000	51.86829	0.00000	581.74309	0.00000	5235.27747	0.00000	805.43195	0.00000	879.65335	2065.13050	0.00000	479.45624	339.43217	0.00000	0.00000	1000.90000	0.00000	0.00000	947.11667	1306.33879	0.00000	0.00000	541.50000	39.43729	0.00000	223.10000	0.00000	0.00000	0.00000	1022.00473	21.90000	0.00000	16.10000	0.00000	28.90000	68.26957	30.73540	15.90000	77.20000	49.00000	29.30000	17.96087	55.10000	36.20000	0	14.80000	23.88158	0.00000	0.00000	40.55390	0.00000	83.50616	0.00000	0.00000	80.59686
hsa-miR-10395-3p	1025.13192	21.70000	0.00000	1516.15243	0.00000	3011.98513	773.70000	5707.14772	0.00000	0.00000	0.00000	4859.87764	538.00854	0.00000	493.44477	0.00000	0.00000	2109.98519	5775.31772	857.34339	0.00000	561.67937	1489.50661	6092.36768	0.00000	649.15020	334.80983	0.00000	94.31889	98.90000	0.00000	0.00000	0.00000	0.00000	0.00000	4678.52710	1626.82971	774.91354	0.00000	0.00000	0.00000	0.00000	1995.53483	0.00000	315.10029	0.00000	0.00000	0.00000	81.79172	23	63.45349	0.00000	360.54171	0.00000	538.62963	832.30000	169.18435	0.00000	182.70000	281.01819	0.00000	0.00000	0.00000	200.28943	0.00000	0.00000	0.00000	0.00000	151.90000	390.42800	27.09892	0.00000	449.50000	0.00000	482.13401	0.00000	113.60000	0.00000	272.53311	228.72636	0.00000	51.90000	0.00000	603.01835	0.00000	805.61534	1207.14378	0.00000	0.00000	0.00000	175.77360	1584.42760	0.00000	0.00000	0.00000	164.00000	0.00000	762.00000	0.00000	0.00000	0.00000	960.92171	0.00000	0.00000	701.80000	0.00000	0.00000	503.60000	0.00000	1.90000	0.00000	171.08513	13.80000	1507.78461	0.00000	401.97491	10.70000	0.00000	9.58675	8.50000	0.00000	95.00000	0.00000	26.89846	72.10000	5.20000	0	7.20000	28.15069	123.70257	0.00000	0.00000	0.00000	10697.17931	313.44442	676.84761	0.00000
hsa-miR-10395-5p	0.00000	0.00000	12.69384	0.00000	0.00000	1214.40194	898.30000	0.00000	79.08081	1233.39361	0.00000	4885.05661	0.00000	99.31222	0.00000	1457.94915	3849.93333	0.00000	3605.48717	568.19762	0.00000	0.00000	2053.51233	0.00000	0.00000	194.72607	218.69862	0.00000	0.00000	63.60000	102.68594	0.00000	0.00000	0.00000	0.00000	1942.53163	1184.45771	0.00000	0.00000	0.00000	307.70210	0.00000	919.31828	0.00000	1876.64530	41.24143	0.00000	0.00000	0.00000	0	0.00000	190.40000	23.23263	0.00000	1671.94483	0.00000	0.00000	246.82706	178.80000	472.06136	0.00000	659.24812	70.91721	0.00000	756.33750	0.00000	60.90000	90.56893	0.00000	241.82043	0.00000	37.60000	445.70000	0.00000	229.94584	0.00000	0.00000	0.00000	995.79879	240.89263	145.17041	0.00000	455.16258	53.17389	301.87992	1834.79947	0.00000	0.00000	36.76635	929.48174	196.92535	0.00000	0.00000	240.30780	136.64841	547.30000	0.00000	743.00000	0.00000	0.00000	357.43532	0.00000	0.00000	251.20000	143.60000	728.05461	103.20000	90.80000	0.00000	136.20000	38.70000	0.00000	26.90000	380.97658	0.00000	1975.35636	25.10000	39.15730	0.00000	6.90000	0.00000	0.00000	15.40000	0.00000	32.90000	0.00000	0	0.00000	16.82797	0.00000	0.00000	0.00000	0.00000	0.00000	292.44156	566.01308	0.00000
